train_true,train_probe
0,0.0130604245
0,0.013895635
0,0.0055468148
0,0.016860928
0,0.0197825
0,0.020867331
1,0.82470745
1,0.84789324
1,0.8569221
1,0.89540625
0,0.4767175
1,0.6817715
1,0.64629245
1,0.7307748
1,0.8421207
1,0.8297302
0,0.66360444
1,0.8026641
1,0.7591131
1,0.10459804
0,0.050025515
0,0.020816369
0,0.019581635
0,0.46240237
1,0.7163095
1,0.6753178
1,0.35053417
1,0.33229592
0,0.25699073
0,0.11189621
1,0.9150234
1,0.914601
1,0.9644902
1,0.402312
1,0.32195297
1,0.29410908
1,0.7926736
1,0.668378
1,0.82595235
1,0.76155156
0,0.5755397
1,0.8293732
1,0.7945685
0,0.038671244
0,0.051970452
0,0.03749996
0,0.025783617
1,0.6916206
1,0.85397077
1,0.8492314
1,0.7669512
1,0.23675494
1,0.60900575
1,0.50156003
0,0.14404225
0,0.27524766
0,0.23489933
0,0.13783948
1,0.8646824
1,0.85739386
1,0.91552603
1,0.89966136
1,0.8939183
1,0.97466815
1,0.8373873
1,0.8458497
1,0.78157705
1,0.5725163
1,0.8638198
1,0.8666271
1,0.96113497
1,0.7926128
0,0.7871918
0,0.7055861
0,0.52816224
0,0.6711057
1,0.8228822
1,0.7811976
1,0.390355
1,0.500088
1,0.29801747
0,0.54724216
1,0.8455583
1,0.73601586
1,0.86485505
1,0.822805
1,0.8350803
0,0.0525782
0,0.044707287
0,0.023744145
1,0.8724044
1,0.83868927
1,0.9271521
0,0.30671367
1,0.6606494
1,0.5688375
0,0.033009425
0,0.06707568
0,0.09954619
0,0.063912675
1,0.61832225
1,0.8036467
1,0.744562
1,0.832193
1,0.7873937
1,0.6500507
0,0.28816843
0,0.2302003
0,0.14195386
0,0.07627403
1,0.67455864
1,0.80351937
1,0.7558754
0,0.019993003
0,0.017458845
0,0.027465176
0,0.042257622
0,0.067860626
0,0.040996168
0,0.02159341
1,0.0034852189
0,0.004002806
0,0.009820305
0,0.102535196
0,0.19310558
0,0.10602169
0,0.32735425
1,0.78344154
1,0.70312315
0,0.22661678
1,0.15324293
1,0.10103989
1,0.7868851
1,0.8179236
1,0.85555446
0,0.4812993
0,0.53283066
0,0.3972937
0,0.24368525
1,0.62369967
1,0.80767494
1,0.69903433
0,0.36695522
1,0.842635
1,0.83425903
1,0.7676156
0,0.043819264
0,0.041780703
0,0.058918785
1,0.6483053
1,0.7757451
1,0.687096
0,0.060800597
0,0.0767335
0,0.046444673
0,0.036024615
1,0.6128884
1,0.81292343
1,0.7648092
0,0.024271477
0,0.08023957
0,0.06516569
0,0.020551607
1,0.9130325
1,0.9059412
1,0.9322126
1,0.78320575
1,0.81358594
1,0.80288637
1,0.90523833
0,0.29766032
1,0.66157454
1,0.61124486
0,0.08964327
0,0.06532998
0,0.040349178
0,0.037184794
1,0.5521892
1,0.77172464
1,0.6925442
0,0.2532284
1,0.56391275
1,0.5148666
1,0.33986077
0,0.20313013
0,0.20263585
0,0.1460105
0,0.0682995
0,0.16021389
0,0.17769675
0,0.1093076
0,0.021580126
0,0.013980858
0,0.008678689
0,0.011991325
0,0.09029635
0,0.052429847
0,0.026539866
0,0.029046588
0,0.106255144
0,0.07171382
0,0.06515213
0,0.045601454
0,0.52416104
1,0.7909305
0,0.7775851
0,0.81676847
0,0.86287194
1,0.13963954
0,0.08648042
0,0.1007645
0,0.12148632
1,0.69976395
1,0.7610444
1,0.67679596
1,0.86082953
1,0.8583472
1,0.8429836
1,0.8716632
1,0.5311284
0,0.47390068
0,0.33585152
0,0.14728677
0,0.26724565
0,0.2622705
0,0.15082094
1,0.6874448
1,0.7796546
1,0.7026642
1,0.6232967
1,0.77607226
1,0.6996149
1,0.6388442
1,0.63164043
1,0.48614967
1,0.6590116
1,0.8733834
1,0.8342371
1,0.80928564
0,0.046623655
0,0.06260263
0,0.033697452
0,0.042598195
0,0.033173706
0,0.013888547
0,0.018854685
0,0.012140117
0,0.029831221
0,0.02111176
0,0.009004838
1,0.75015295
1,0.85652256
1,0.8296702
1,0.85221326
1,0.54083467
1,0.47230378
0,0.2688399
0,0.1729383
0,0.13699226
0,0.12958254
0,0.051241983
0,0.020587295
0,0.035151478
0,0.07183973
0,0.11961356
0,0.41795477
1,0.55325735
1,0.6374939
1,0.52922696
1,0.2932308
1,0.14740856
0,0.09277194
0,0.05351176
1,0.6691756
1,0.81228477
1,0.76279956
0,0.3675469
1,0.8166524
1,0.7357727
0,0.025625532
0,0.050017964
0,0.038555216
0,0.07431691
1,0.8053551
1,0.87744313
1,0.9099127
1,0.96882266
0,0.022376632
0,0.07087649
0,0.035630733
0,0.03315446
1,0.7728441
1,0.8303335
1,0.8186599
0,0.11303716
1,0.35727465
1,0.2895274
0,0.109456226
0,0.11936722
0,0.111144796
1,0.8272157
1,0.7875076
1,0.8907129
0,0.00453303
0,0.013665979
