train_true,train_probe
1,0.0026676331
1,0.0018120117
0,0.0025116869
0,0.0036707143
0,0.0145181175
1,0.98956805
1,0.99110514
1,0.9966011
1,0.9953375
1,0.99402595
0,0.0021779942
0,0.9874215
0,0.023738751
0,0.0018437024
0,0.0010844567
0,0.0017999277
0,0.002328818
0,0.004058206
0,0.0033335292
0,0.0045428695
0,0.0055800574
0,0.008913844
0,0.028255211
0,0.005084628
1,0.988157
1,0.9906764
1,0.9907783
1,0.6984287
1,0.98987037
1,0.9904495
1,0.98099464
1,0.16904373
1,0.0018995517
0,0.0009250631
0,0.0014814903
0,0.0135785155
0,0.046267748
0,0.03771017
0,0.03233705
0,0.0031966816
1,0.99119323
1,0.99104893
1,0.99582577
1,0.995971
1,0.99598134
1,0.9672036
1,0.9813059
1,0.97872055
1,0.9793617
0,0.0037716113
0,0.07360199
0,0.063959956
0,0.0050754165
1,0.8727849
0,0.021792127
0,0.007169228
0,0.0049587665
1,0.004425064
0,0.0006794164
0,0.000519169
0,0.00090165937
1,0.9969568
1,0.9263958
0,0.55551076
0,0.005030316
1,0.96697426
1,0.015210691
0,0.0015335763
0,0.0008329064
0,0.99181855
1,0.99454737
1,0.9947519
1,0.99609524
1,0.04100992
1,0.95763123
1,0.94087476
1,0.9553574
0,0.0007006804
0,0.00083355076
1,0.0017699845
0,0.00089902064
0,0.0032229992
0,0.0013725066
0,0.0020751029
0,0.0029568132
0,0.011949878
0,0.002578893
0,0.0026455917
0,0.004290092
1,0.98855376
1,0.9870432
1,0.99135244
1,0.99294925
1,0.9350294
1,0.7281108
1,0.9934542
1,0.9947173
1,0.99495584
0,0.0009689835
0,0.0013137751
0,0.0016036578
0,0.0022350822
0,0.0069060875
0,0.10318897
0,0.0110924
0,0.0022938706
1,0.98118263
1,0.98279965
1,0.9780335
1,0.9885669
1,0.986919
1,0.9913119
1,0.98219544
1,0.9829542
1,0.9820672
0,0.0006273749
1,0.9954679
1,0.9953251
0,0.0006547203
1,0.99103117
1,0.9930443
0,0.12713455
1,0.97329324
1,0.97637045
1,0.9813968
1,0.9789916
1,0.8918929
0,0.0030733354
1,0.0018674514
1,0.0029860241
0,0.0016572484
1,0.9941789
1,0.99278706
1,0.973141
1,0.96525973
1,0.97048527
1,0.94324005
1,0.9595013
1,0.98502177
1,0.9836199
1,0.98819286
0,0.017744035
1,0.99203557
1,0.9943567
0,0.0063670175
1,0.029525315
1,0.033633407
1,0.13013509
0,0.00063405023
0,0.00040518385
0,0.00042317962
0,0.0006644451
1,0.0014266098
1,0.0011674612
1,0.985862
1,0.9819957
1,0.99255085
0,0.0022180935
0,0.004827433
0,0.005753557
0,0.00068443286
0,0.00036843366
0,0.00047369424
0,0.0019184356
0,0.9731522
0,0.96931845
0,0.014148981
1,0.03407314
1,0.0348764
1,0.94610643
1,0.9833656
1,0.9806497
1,0.9894964
1,0.0035591996
1,0.0026127333
1,0.005426722
1,0.0039407713
1,0.96687216
1,0.9870591
1,0.98498386
1,0.99160284
1,0.98837876
1,0.98603916
1,0.994995
0,0.0026740436
0,0.001347599
0,0.0016120656
0,0.0019504237
1,0.94554836
1,0.14283076
0,0.032740023
0,0.0065160505
0,0.0019303445
1,0.0028052654
1,0.0028555945
0,0.0020106616
0,0.0016281372
0,0.0018540361
0,0.0017932934
1,0.9343516
1,0.98836946
1,0.99010557
1,0.99269944
1,0.99362093
1,0.9941356
1,0.9926772
1,0.97971904
1,0.97309893
1,0.9869984
1,0.98921704
1,0.98853195
0,0.0011283739
0,0.0007700789
0,0.0012749351
0,0.0019282649
0,0.0023254072
0,0.0011144435
0,0.0013092752
0,0.0023559155
1,0.98189557
1,0.97996294
1,0.9929055
0,0.0034629197
0,0.0016125031
0,0.0021250348
0,0.002766142
1,0.990629
1,0.9932027
1,0.9933415
1,0.9876508
1,0.9901451
1,0.99028355
1,0.17479527
1,0.0038464025
0,0.0015287066
0,0.0023333137
1,0.9950523
1,0.70493335
1,0.14759812
0,0.0049867537
1,0.99582905
1,0.9948155
1,0.99543107
1,0.001732721
1,0.991282
1,0.9899492
0,0.0019576512
0,0.002556277
0,0.0028774778
0,0.0017568507
0,0.001981634
0,0.0030976497
0,0.002613115
1,0.99119776
1,0.7304199
1,0.293218
1,0.99527466
1,0.99461246
1,0.99403965
0,0.0024526417
0,0.0019336685
0,0.002254984
